# GPS drift 10-minute recording
# start_unix=1778552787
host_elapsed_s,status,samples,lat,lon,sat,hdop,drift_m,east_m,north_m,avg_m,rms_m,max_m,fix_age_ms,raw
171.312,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,191948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=191948"
172.316,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,192948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=192948"
173.321,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,193948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=193948"
174.312,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,194948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=194948"
175.313,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,195948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=195948"
176.320,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,196948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=196948"
177.320,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,197948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=197948"
178.320,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,198948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=198948"
179.314,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,199948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=199948"
180.318,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,200948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=200948"
181.320,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,201948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=201948"
182.322,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,202948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=202948"
183.317,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,203948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=203948"
184.312,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,204948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=204948"
185.322,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,205948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=205948"
186.312,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,206948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=206948"
187.321,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,207948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=207948"
188.315,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,208948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=208948"
189.323,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,209948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=209948"
190.317,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,210948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=210948"
191.313,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,211948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=211948"
192.321,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,212948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=212948"
193.319,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,213948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=213948"
194.316,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,214948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=214948"
195.321,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,215948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=215948"
196.316,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,216948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=216948"
197.316,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,217948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=217948"
198.314,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,218948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=218948"
199.319,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,219948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=219948"
# stop_unix=1778552987 reason=user stopped
