# GPS drift 5-minute recording
# start_unix=1778582036
host_elapsed_s,status,samples,lat,lon,alt_m,sat,hdop,drift_m,east_m,north_m,avg_m,rms_m,max_m,fix_age_ms,raw
41.168,TRACK,729,22.786188833,120.269675333,33.30,12,0.57,0.771,0.769,-0.068,1.797,2.194,4.726,19,"status=TRACK samples=729 drift=0.771m east=0.769m north=-0.068m avg=1.797m rms=2.194m max=4.726m lat=22.786188833 lon=120.269675333 sat=12 hdop=0.57 alt=33.30m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=19"
41.267,TRACK,731,22.786188833,120.269675333,33.30,12,0.57,0.771,0.769,-0.068,1.795,2.192,4.726,25,"status=TRACK samples=731 drift=0.771m east=0.769m north=-0.068m avg=1.795m rms=2.192m max=4.726m lat=22.786188833 lon=120.269675333 sat=12 hdop=0.57 alt=33.30m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=25"
41.365,TRACK,733,22.786188667,120.269675333,33.30,12,0.58,0.773,0.769,-0.086,1.792,2.189,4.726,10,"status=TRACK samples=733 drift=0.773m east=0.769m north=-0.086m avg=1.792m rms=2.189m max=4.726m lat=22.786188667 lon=120.269675333 sat=12 hdop=0.58 alt=33.30m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=10"
41.461,TRACK,733,22.786188667,120.269675333,33.30,12,0.58,0.773,0.769,-0.086,1.792,2.189,4.726,110,"status=TRACK samples=733 drift=0.773m east=0.769m north=-0.086m avg=1.792m rms=2.189m max=4.726m lat=22.786188667 lon=120.269675333 sat=12 hdop=0.58 alt=33.30m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=110"
41.565,TRACK,735,22.786188667,120.269675333,33.30,12,0.58,0.773,0.769,-0.086,1.789,2.187,4.726,46,"status=TRACK samples=735 drift=0.773m east=0.769m north=-0.086m avg=1.789m rms=2.187m max=4.726m lat=22.786188667 lon=120.269675333 sat=12 hdop=0.58 alt=33.30m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=46"
41.665,TRACK,735,22.786188667,120.269675333,33.30,12,0.58,0.773,0.769,-0.086,1.789,2.187,4.726,146,"status=TRACK samples=735 drift=0.773m east=0.769m north=-0.086m avg=1.789m rms=2.187m max=4.726m lat=22.786188667 lon=120.269675333 sat=12 hdop=0.58 alt=33.30m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=146"
41.762,TRACK,735,22.786188667,120.269675333,33.30,12,0.58,0.773,0.769,-0.086,1.789,2.187,4.726,246,"status=TRACK samples=735 drift=0.773m east=0.769m north=-0.086m avg=1.789m rms=2.187m max=4.726m lat=22.786188667 lon=120.269675333 sat=12 hdop=0.58 alt=33.30m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=246"
41.870,TRACK,735,22.786188667,120.269675333,33.30,12,0.58,0.773,0.769,-0.086,1.789,2.187,4.726,346,"status=TRACK samples=735 drift=0.773m east=0.769m north=-0.086m avg=1.789m rms=2.187m max=4.726m lat=22.786188667 lon=120.269675333 sat=12 hdop=0.58 alt=33.30m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=346"
41.969,TRACK,737,22.786188500,120.269675333,33.30,12,0.58,0.776,0.769,-0.105,1.786,2.184,4.726,23,"status=TRACK samples=737 drift=0.776m east=0.769m north=-0.105m avg=1.786m rms=2.184m max=4.726m lat=22.786188500 lon=120.269675333 sat=12 hdop=0.58 alt=33.30m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=23"
42.069,TRACK,737,22.786188500,120.269675333,33.30,12,0.58,0.776,0.769,-0.105,1.786,2.184,4.726,123,"status=TRACK samples=737 drift=0.776m east=0.769m north=-0.105m avg=1.786m rms=2.184m max=4.726m lat=22.786188500 lon=120.269675333 sat=12 hdop=0.58 alt=33.30m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=123"
42.166,TRACK,737,22.786188500,120.269675333,33.30,12,0.58,0.776,0.769,-0.105,1.786,2.184,4.726,223,"status=TRACK samples=737 drift=0.776m east=0.769m north=-0.105m avg=1.786m rms=2.184m max=4.726m lat=22.786188500 lon=120.269675333 sat=12 hdop=0.58 alt=33.30m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=223"
42.263,TRACK,739,22.786188500,120.269675333,33.30,12,0.58,0.776,0.769,-0.105,1.784,2.181,4.726,29,"status=TRACK samples=739 drift=0.776m east=0.769m north=-0.105m avg=1.784m rms=2.181m max=4.726m lat=22.786188500 lon=120.269675333 sat=12 hdop=0.58 alt=33.30m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=29"
42.372,TRACK,740,22.786188500,120.269675333,33.30,12,0.58,0.776,0.769,-0.105,1.782,2.180,4.726,56,"status=TRACK samples=740 drift=0.776m east=0.769m north=-0.105m avg=1.782m rms=2.180m max=4.726m lat=22.786188500 lon=120.269675333 sat=12 hdop=0.58 alt=33.30m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=56"
42.469,TRACK,741,22.786188500,120.269675333,33.30,12,0.58,0.776,0.769,-0.105,1.781,2.179,4.726,0,"status=TRACK samples=741 drift=0.776m east=0.769m north=-0.105m avg=1.781m rms=2.179m max=4.726m lat=22.786188500 lon=120.269675333 sat=12 hdop=0.58 alt=33.30m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=0"
42.564,TRACK,742,22.786188500,120.269675333,33.30,12,0.58,0.776,0.769,-0.105,1.779,2.178,4.726,71,"status=TRACK samples=742 drift=0.776m east=0.769m north=-0.105m avg=1.779m rms=2.178m max=4.726m lat=22.786188500 lon=120.269675333 sat=12 hdop=0.58 alt=33.30m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=71"
42.663,TRACK,744,22.786188333,120.269675333,33.30,12,0.58,0.778,0.769,-0.123,1.777,2.175,4.726,27,"status=TRACK samples=744 drift=0.778m east=0.769m north=-0.123m avg=1.777m rms=2.175m max=4.726m lat=22.786188333 lon=120.269675333 sat=12 hdop=0.58 alt=33.30m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=27"
42.770,TRACK,746,22.786188333,120.269675333,33.30,12,0.58,0.778,0.769,-0.123,1.774,2.172,4.726,2,"status=TRACK samples=746 drift=0.778m east=0.769m north=-0.123m avg=1.774m rms=2.172m max=4.726m lat=22.786188333 lon=120.269675333 sat=12 hdop=0.58 alt=33.30m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=2"
42.870,TRACK,748,22.786188333,120.269675333,33.20,12,0.58,0.778,0.769,-0.123,1.771,2.170,4.726,9,"status=TRACK samples=748 drift=0.778m east=0.769m north=-0.123m avg=1.771m rms=2.170m max=4.726m lat=22.786188333 lon=120.269675333 sat=12 hdop=0.58 alt=33.20m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=9"
42.968,TRACK,749,22.786188333,120.269675333,33.20,12,0.58,0.778,0.769,-0.123,1.770,2.169,4.726,15,"status=TRACK samples=749 drift=0.778m east=0.769m north=-0.123m avg=1.770m rms=2.169m max=4.726m lat=22.786188333 lon=120.269675333 sat=12 hdop=0.58 alt=33.20m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=15"
43.064,TRACK,751,22.786188333,120.269675333,33.20,12,0.58,0.778,0.769,-0.123,1.767,2.166,4.726,8,"status=TRACK samples=751 drift=0.778m east=0.769m north=-0.123m avg=1.767m rms=2.166m max=4.726m lat=22.786188333 lon=120.269675333 sat=12 hdop=0.58 alt=33.20m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=8"
43.166,TRACK,753,22.786188333,120.269675333,33.20,12,0.58,0.778,0.769,-0.123,1.765,2.164,4.726,32,"status=TRACK samples=753 drift=0.778m east=0.769m north=-0.123m avg=1.765m rms=2.164m max=4.726m lat=22.786188333 lon=120.269675333 sat=12 hdop=0.58 alt=33.20m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=32"
43.262,TRACK,755,22.786188167,120.269675167,33.20,12,0.58,0.765,0.751,-0.142,1.762,2.161,4.726,7,"status=TRACK samples=755 drift=0.765m east=0.751m north=-0.142m avg=1.762m rms=2.161m max=4.726m lat=22.786188167 lon=120.269675167 sat=12 hdop=0.58 alt=33.20m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=7"
43.362,TRACK,756,22.786188167,120.269675167,33.20,12,0.58,0.765,0.751,-0.142,1.761,2.160,4.726,34,"status=TRACK samples=756 drift=0.765m east=0.751m north=-0.142m avg=1.761m rms=2.160m max=4.726m lat=22.786188167 lon=120.269675167 sat=12 hdop=0.58 alt=33.20m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=34"
43.461,TRACK,756,22.786188167,120.269675167,33.20,12,0.58,0.765,0.751,-0.142,1.761,2.160,4.726,134,"status=TRACK samples=756 drift=0.765m east=0.751m north=-0.142m avg=1.761m rms=2.160m max=4.726m lat=22.786188167 lon=120.269675167 sat=12 hdop=0.58 alt=33.20m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=134"
43.561,TRACK,756,22.786188167,120.269675167,33.20,12,0.58,0.765,0.751,-0.142,1.761,2.160,4.726,234,"status=TRACK samples=756 drift=0.765m east=0.751m north=-0.142m avg=1.761m rms=2.160m max=4.726m lat=22.786188167 lon=120.269675167 sat=12 hdop=0.58 alt=33.20m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=234"
43.667,TRACK,756,22.786188167,120.269675167,33.20,12,0.58,0.765,0.751,-0.142,1.761,2.160,4.726,334,"status=TRACK samples=756 drift=0.765m east=0.751m north=-0.142m avg=1.761m rms=2.160m max=4.726m lat=22.786188167 lon=120.269675167 sat=12 hdop=0.58 alt=33.20m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=334"
43.766,TRACK,756,22.786188167,120.269675167,33.20,12,0.58,0.765,0.751,-0.142,1.761,2.160,4.726,434,"status=TRACK samples=756 drift=0.765m east=0.751m north=-0.142m avg=1.761m rms=2.160m max=4.726m lat=22.786188167 lon=120.269675167 sat=12 hdop=0.58 alt=33.20m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=434"
43.863,TRACK,758,22.786188000,120.269675333,33.20,12,0.58,0.785,0.769,-0.160,1.758,2.157,4.726,25,"status=TRACK samples=758 drift=0.785m east=0.769m north=-0.160m avg=1.758m rms=2.157m max=4.726m lat=22.786188000 lon=120.269675333 sat=12 hdop=0.58 alt=33.20m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=25"
43.962,TRACK,760,22.786188000,120.269675167,33.20,12,0.58,0.768,0.751,-0.160,1.756,2.155,4.726,19,"status=TRACK samples=760 drift=0.768m east=0.751m north=-0.160m avg=1.756m rms=2.155m max=4.726m lat=22.786188000 lon=120.269675167 sat=12 hdop=0.58 alt=33.20m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=19"
44.063,TRACK,762,22.786188000,120.269675167,33.20,12,0.58,0.768,0.751,-0.160,1.753,2.152,4.726,25,"status=TRACK samples=762 drift=0.768m east=0.751m north=-0.160m avg=1.753m rms=2.152m max=4.726m lat=22.786188000 lon=120.269675167 sat=12 hdop=0.58 alt=33.20m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=25"
44.169,TRACK,765,22.786188000,120.269675167,33.10,12,0.58,0.768,0.751,-0.160,1.749,2.149,4.726,3,"status=TRACK samples=765 drift=0.768m east=0.751m north=-0.160m avg=1.749m rms=2.149m max=4.726m lat=22.786188000 lon=120.269675167 sat=12 hdop=0.58 alt=33.10m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=3"
44.269,TRACK,766,22.786187833,120.269675167,33.10,12,0.58,0.773,0.751,-0.179,1.748,2.148,4.726,25,"status=TRACK samples=766 drift=0.773m east=0.751m north=-0.179m avg=1.748m rms=2.148m max=4.726m lat=22.786187833 lon=120.269675167 sat=12 hdop=0.58 alt=33.10m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=25"
44.366,TRACK,768,22.786187833,120.269675167,33.10,12,0.58,0.773,0.751,-0.179,1.745,2.145,4.726,23,"status=TRACK samples=768 drift=0.773m east=0.751m north=-0.179m avg=1.745m rms=2.145m max=4.726m lat=22.786187833 lon=120.269675167 sat=12 hdop=0.58 alt=33.10m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=23"
44.463,TRACK,769,22.786187833,120.269675167,33.10,12,0.60,0.773,0.751,-0.179,1.744,2.144,4.726,86,"status=TRACK samples=769 drift=0.773m east=0.751m north=-0.179m avg=1.744m rms=2.144m max=4.726m lat=22.786187833 lon=120.269675167 sat=12 hdop=0.60 alt=33.10m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=86"
44.571,TRACK,771,22.786187833,120.269675167,33.10,12,0.60,0.773,0.751,-0.179,1.742,2.142,4.726,39,"status=TRACK samples=771 drift=0.773m east=0.751m north=-0.179m avg=1.742m rms=2.142m max=4.726m lat=22.786187833 lon=120.269675167 sat=12 hdop=0.60 alt=33.10m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=39"
44.666,TRACK,773,22.786187833,120.269675167,33.10,12,0.60,0.773,0.751,-0.179,1.739,2.139,4.726,14,"status=TRACK samples=773 drift=0.773m east=0.751m north=-0.179m avg=1.739m rms=2.139m max=4.726m lat=22.786187833 lon=120.269675167 sat=12 hdop=0.60 alt=33.10m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=14"
44.767,TRACK,775,22.786187667,120.269675167,33.10,12,0.60,0.777,0.751,-0.198,1.737,2.137,4.726,7,"status=TRACK samples=775 drift=0.777m east=0.751m north=-0.198m avg=1.737m rms=2.137m max=4.726m lat=22.786187667 lon=120.269675167 sat=12 hdop=0.60 alt=33.10m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=7"
44.866,TRACK,776,22.786187667,120.269675167,33.10,12,0.60,0.777,0.751,-0.198,1.735,2.136,4.726,42,"status=TRACK samples=776 drift=0.777m east=0.751m north=-0.198m avg=1.735m rms=2.136m max=4.726m lat=22.786187667 lon=120.269675167 sat=12 hdop=0.60 alt=33.10m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=42"
44.961,TRACK,776,22.786187667,120.269675167,33.10,12,0.60,0.777,0.751,-0.198,1.735,2.136,4.726,142,"status=TRACK samples=776 drift=0.777m east=0.751m north=-0.198m avg=1.735m rms=2.136m max=4.726m lat=22.786187667 lon=120.269675167 sat=12 hdop=0.60 alt=33.10m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=142"
45.062,TRACK,776,22.786187667,120.269675167,33.10,12,0.60,0.777,0.751,-0.198,1.735,2.136,4.726,242,"status=TRACK samples=776 drift=0.777m east=0.751m north=-0.198m avg=1.735m rms=2.136m max=4.726m lat=22.786187667 lon=120.269675167 sat=12 hdop=0.60 alt=33.10m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=242"
45.171,TRACK,776,22.786187667,120.269675167,33.10,12,0.60,0.777,0.751,-0.198,1.735,2.136,4.726,342,"status=TRACK samples=776 drift=0.777m east=0.751m north=-0.198m avg=1.735m rms=2.136m max=4.726m lat=22.786187667 lon=120.269675167 sat=12 hdop=0.60 alt=33.10m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=342"
45.266,TRACK,776,22.786187667,120.269675167,33.10,12,0.60,0.777,0.751,-0.198,1.735,2.136,4.726,442,"status=TRACK samples=776 drift=0.777m east=0.751m north=-0.198m avg=1.735m rms=2.136m max=4.726m lat=22.786187667 lon=120.269675167 sat=12 hdop=0.60 alt=33.10m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=442"
45.365,TRACK,776,22.786187667,120.269675167,33.10,12,0.60,0.777,0.751,-0.198,1.735,2.136,4.726,542,"status=TRACK samples=776 drift=0.777m east=0.751m north=-0.198m avg=1.735m rms=2.136m max=4.726m lat=22.786187667 lon=120.269675167 sat=12 hdop=0.60 alt=33.10m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=542"
45.465,TRACK,776,22.786187667,120.269675167,33.10,12,0.60,0.777,0.751,-0.198,1.735,2.136,4.726,642,"status=TRACK samples=776 drift=0.777m east=0.751m north=-0.198m avg=1.735m rms=2.136m max=4.726m lat=22.786187667 lon=120.269675167 sat=12 hdop=0.60 alt=33.10m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=642"
45.559,TRACK,776,22.786187667,120.269675167,33.10,12,0.60,0.777,0.751,-0.198,1.735,2.136,4.726,742,"status=TRACK samples=776 drift=0.777m east=0.751m north=-0.198m avg=1.735m rms=2.136m max=4.726m lat=22.786187667 lon=120.269675167 sat=12 hdop=0.60 alt=33.10m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=742"
45.664,TRACK,776,22.786187667,120.269675167,33.10,12,0.60,0.777,0.751,-0.198,1.735,2.136,4.726,842,"status=TRACK samples=776 drift=0.777m east=0.751m north=-0.198m avg=1.735m rms=2.136m max=4.726m lat=22.786187667 lon=120.269675167 sat=12 hdop=0.60 alt=33.10m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=842"
45.759,TRACK,776,22.786187667,120.269675167,33.10,12,0.60,0.777,0.751,-0.198,1.735,2.136,4.726,942,"status=TRACK samples=776 drift=0.777m east=0.751m north=-0.198m avg=1.735m rms=2.136m max=4.726m lat=22.786187667 lon=120.269675167 sat=12 hdop=0.60 alt=33.10m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=942"
45.870,TRACK,778,22.786187333,120.269675167,32.90,12,0.58,0.787,0.751,-0.235,1.733,2.133,4.726,7,"status=TRACK samples=778 drift=0.787m east=0.751m north=-0.235m avg=1.733m rms=2.133m max=4.726m lat=22.786187333 lon=120.269675167 sat=12 hdop=0.58 alt=32.90m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=7"
45.966,TRACK,778,22.786187333,120.269675167,32.90,12,0.58,0.787,0.751,-0.235,1.733,2.133,4.726,107,"status=TRACK samples=778 drift=0.787m east=0.751m north=-0.235m avg=1.733m rms=2.133m max=4.726m lat=22.786187333 lon=120.269675167 sat=12 hdop=0.58 alt=32.90m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=107"
46.062,TRACK,780,22.786187167,120.269675333,32.90,12,0.58,0.809,0.769,-0.253,1.731,2.131,4.726,6,"status=TRACK samples=780 drift=0.809m east=0.769m north=-0.253m avg=1.731m rms=2.131m max=4.726m lat=22.786187167 lon=120.269675333 sat=12 hdop=0.58 alt=32.90m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=6"
46.170,TRACK,782,22.786187167,120.269675333,32.90,12,0.58,0.809,0.769,-0.253,1.728,2.128,4.726,30,"status=TRACK samples=782 drift=0.809m east=0.769m north=-0.253m avg=1.728m rms=2.128m max=4.726m lat=22.786187167 lon=120.269675333 sat=12 hdop=0.58 alt=32.90m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=30"
46.268,TRACK,782,22.786187167,120.269675333,32.90,12,0.58,0.809,0.769,-0.253,1.728,2.128,4.726,130,"status=TRACK samples=782 drift=0.809m east=0.769m north=-0.253m avg=1.728m rms=2.128m max=4.726m lat=22.786187167 lon=120.269675333 sat=12 hdop=0.58 alt=32.90m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=130"
46.363,TRACK,783,22.786187167,120.269675333,32.90,12,0.58,0.809,0.769,-0.253,1.727,2.127,4.726,9,"status=TRACK samples=783 drift=0.809m east=0.769m north=-0.253m avg=1.727m rms=2.127m max=4.726m lat=22.786187167 lon=120.269675333 sat=12 hdop=0.58 alt=32.90m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=9"
46.464,TRACK,783,22.786187167,120.269675333,32.90,12,0.58,0.809,0.769,-0.253,1.727,2.127,4.726,109,"status=TRACK samples=783 drift=0.809m east=0.769m north=-0.253m avg=1.727m rms=2.127m max=4.726m lat=22.786187167 lon=120.269675333 sat=12 hdop=0.58 alt=32.90m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=109"
46.562,TRACK,785,22.786187167,120.269675167,32.80,12,0.58,0.793,0.751,-0.253,1.725,2.125,4.726,53,"status=TRACK samples=785 drift=0.793m east=0.751m north=-0.253m avg=1.725m rms=2.125m max=4.726m lat=22.786187167 lon=120.269675167 sat=12 hdop=0.58 alt=32.80m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=53"
46.670,TRACK,787,22.786187000,120.269675333,32.80,12,0.58,0.815,0.769,-0.272,1.722,2.123,4.726,16,"status=TRACK samples=787 drift=0.815m east=0.769m north=-0.272m avg=1.722m rms=2.123m max=4.726m lat=22.786187000 lon=120.269675333 sat=12 hdop=0.58 alt=32.80m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=16"
46.766,TRACK,789,22.786187000,120.269675167,32.80,12,0.58,0.799,0.751,-0.272,1.720,2.120,4.726,22,"status=TRACK samples=789 drift=0.799m east=0.751m north=-0.272m avg=1.720m rms=2.120m max=4.726m lat=22.786187000 lon=120.269675167 sat=12 hdop=0.58 alt=32.80m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=22"
46.865,TRACK,790,22.786187000,120.269675167,32.80,12,0.58,0.799,0.751,-0.272,1.719,2.119,4.726,57,"status=TRACK samples=790 drift=0.799m east=0.751m north=-0.272m avg=1.719m rms=2.119m max=4.726m lat=22.786187000 lon=120.269675167 sat=12 hdop=0.58 alt=32.80m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=57"
46.960,TRACK,790,22.786187000,120.269675167,32.80,12,0.58,0.799,0.751,-0.272,1.719,2.119,4.726,157,"status=TRACK samples=790 drift=0.799m east=0.751m north=-0.272m avg=1.719m rms=2.119m max=4.726m lat=22.786187000 lon=120.269675167 sat=12 hdop=0.58 alt=32.80m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=157"
47.072,TRACK,790,22.786187000,120.269675167,32.80,12,0.58,0.799,0.751,-0.272,1.719,2.119,4.726,257,"status=TRACK samples=790 drift=0.799m east=0.751m north=-0.272m avg=1.719m rms=2.119m max=4.726m lat=22.786187000 lon=120.269675167 sat=12 hdop=0.58 alt=32.80m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=257"
47.169,TRACK,791,22.786186833,120.269675333,32.80,12,0.58,0.821,0.769,-0.290,1.718,2.118,4.726,51,"status=TRACK samples=791 drift=0.821m east=0.769m north=-0.290m avg=1.718m rms=2.118m max=4.726m lat=22.786186833 lon=120.269675333 sat=12 hdop=0.58 alt=32.80m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=51"
47.266,TRACK,793,22.786186833,120.269675333,32.70,12,0.58,0.821,0.769,-0.290,1.716,2.116,4.726,16,"status=TRACK samples=793 drift=0.821m east=0.769m north=-0.290m avg=1.716m rms=2.116m max=4.726m lat=22.786186833 lon=120.269675333 sat=12 hdop=0.58 alt=32.70m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=16"
47.365,TRACK,795,22.786186833,120.269675333,32.70,12,0.58,0.821,0.769,-0.290,1.713,2.114,4.726,14,"status=TRACK samples=795 drift=0.821m east=0.769m north=-0.290m avg=1.713m rms=2.114m max=4.726m lat=22.786186833 lon=120.269675333 sat=12 hdop=0.58 alt=32.70m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=14"
47.463,TRACK,795,22.786186833,120.269675333,32.70,12,0.58,0.821,0.769,-0.290,1.713,2.114,4.726,114,"status=TRACK samples=795 drift=0.821m east=0.769m north=-0.290m avg=1.713m rms=2.114m max=4.726m lat=22.786186833 lon=120.269675333 sat=12 hdop=0.58 alt=32.70m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=114"
47.563,TRACK,797,22.786186667,120.269675167,32.70,12,0.58,0.812,0.751,-0.309,1.711,2.111,4.726,70,"status=TRACK samples=797 drift=0.812m east=0.751m north=-0.309m avg=1.711m rms=2.111m max=4.726m lat=22.786186667 lon=120.269675167 sat=12 hdop=0.58 alt=32.70m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=70"
47.666,TRACK,799,22.786186667,120.269675167,32.70,12,0.58,0.812,0.751,-0.309,1.709,2.109,4.726,14,"status=TRACK samples=799 drift=0.812m east=0.751m north=-0.309m avg=1.709m rms=2.109m max=4.726m lat=22.786186667 lon=120.269675167 sat=12 hdop=0.58 alt=32.70m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=14"
